Rating	JobTitle	companyname	location	Estsal	Mediansal
3.7	Data Scientist	Cox Automotive –	"Atlanta, GA"	Est. Salary $92k-$131k	The median pay of $109k is:
3.3	Data Scientist	"Vizient, Inc –"	"Chicago, IL"	Est. Salary $102k-$150k	The median pay of $125k is:
3.5	Data Scientist	"BLH Technologies, Inc. –"	"Rockville, MD"	Est. Salary $79k-$124k	The median pay of $100k is:
4.5	Data Scientist (Product)	Spotify –	"New York, NY"	Est. Salary $129k-$185k	The median pay of $155k is:
3.3	Data Scientist	Berico Technologies –	"Gaithersburg, MD"	Est. Salary $88k-$130k	The median pay of $108k is:
4.4	Data Scientist	Vitamin T –	"Chicago, IL"		
3.8	Data Scientist/Data Engineer	Novetta –	"Springfield, VA"	Est. Salary $98k-$143k	The median pay of $119k is:
5	Data Scientist	FSAStore.com –	"New York, NY"	Est. Salary $78k-$116k	The median pay of $95k is:
4	"Data Scientist, Client Insights and Analysis Team"	American Century Investments® –	"Kansas City, MO"	Est. Salary $79k-$113k	The median pay of $94k is:
4.8	Data Scientist	Trillium Solutions Group –	"Des Plaines, IL"	Est. Salary $71k-$113k	The median pay of $90k is:
4.6	Data Scientist	Roc Search Inc –	"Austin, TX"		
4.1	Data Scientist	Systel –	"Reston, VA"		
3.4	Data Scientist	WesternGeco –	"Houston, TX"	Est. Salary $107k-$156k	The median pay of $131k is:
3.4	Data Scientist	Johnson Controls –	"Boca Raton, FL"	Est. Salary $87k-$130k	The median pay of $107k is:
3.5	Data Scientist	Payoff –	"Costa Mesa, CA"	Est. Salary $111k-$163k	The median pay of $135k is:
3.6	Data Scientist	"Redolent, Inc –"	"Sunnyvale, CA"	Est. Salary $81k-$118k	The median pay of $98k is:
3.7	Data Scientist	Southern Company –	"Atlanta, GA"	Est. Salary $98k-$147k	The median pay of $121k is:
3.2	Data Scientist	Samsung SDSA –	"San Jose, CA"	Est. Salary $91k-$130k	The median pay of $108k is:
4.2	Data Scientist	Panjiva –	"Cambridge, MA"	Est. Salary $55k-$85k	The median pay of $70k is:
4	Data Scientist	ACV Auctions –	"Buffalo, NY"	Est. Salary $69k-$118k	The median pay of $93k is:
3.7	Data Scientist	BARRICK CORTEZ –	"Henderson, NV"	Est. Salary $101k-$149k	The median pay of $124k is:
3.4	Data Scientist	RELX Group –	"Philadelphia, PA"	Est. Salary $85k-$126k	The median pay of $104k is:
4.3	Data Scientist/Product Analyst	ShapeUp –	"Providence, RI"	Est. Salary $92k-$131k	The median pay of $110k is:
4.7	Data Scientist	Praxis Engineering –	"Reston, VA"	Est. Salary $96k-$140k	The median pay of $116k is:
3.8	Data Scientist	"Pyramid Consulting, Inc –"	"Irving, TX"		
	Data Scientist	Example –	"New York, NY"		
3.6	Data Scientist	McGraw-Hill Education –	"Boston, MA"	Est. Salary $95k-$141k	The median pay of $117k is:
3.9	Associate Data Scientist	Brunswick Corporate –	"Rosemont, IL"	Est. Salary $70k-$105k	The median pay of $86k is:
3.7	Data Scientist	G-TECH –	"Dearborn, MI"		
5	Data Scientist	"ChaTeck, Inc –"	"Danville, PA"	Est. Salary $55k-$89k	The median pay of $71k is:
	DATA SCIENTIST	Chmura Economics & Analytics –	"Cleveland, OH"	Est. Salary $71k-$122k	The median pay of $95k is:
3.1	Data Scientist	Trax Technologies –	"Scottsdale, AZ"	Est. Salary $61k-$88k	The median pay of $73k is:
4.9	Data Scientist	Automated Insights –	"Durham, NC"	Est. Salary $53k-$78k	The median pay of $64k is:
4.2	Data Scientist	Solutionreach –	"Lehi, UT"	Est. Salary $72k-$104k	The median pay of $86k is:
2.8	Data Scientist	CVS Health –	"Woonsocket, RI"	Est. Salary $66k-$102k	The median pay of $83k is:
3.9	Data Scientist	"JiWire, Inc. –"	"Mountain View, CA"	Est. Salary $82k-$127k	The median pay of $102k is:
3.8	Data Scientist	Creighton University –	"Omaha, NE"	Est. Salary $66k-$104k	The median pay of $86k is:
4.3	Data Scientist	Ascent Services Group –	"Westminster, CO"		
3.3	Data Scientist	Randstad Technologies –	"Charlotte, NC"		
3.3	Senior Data Scientist	Optymyze –	United States	Est. Salary $86k-$121k	The median pay of $101k is:
2.5	Data Scientist	DISH –	"Englewood, CO"	Est. Salary $72k-$109k	The median pay of $90k is:
3.9	Data Scientist	ALEX –	"Springfield, VA"	Est. Salary $74k-$111k	The median pay of $91k is:
3.2	Data Scientist	American Greetings –	"Cleveland, OH"	Est. Salary $79k-$119k	The median pay of $98k is:
4	"Jr Data Scientist, Sequencing"	Roche –	"Santa Clara, CA"	Est. Salary $80k-$118k	The median pay of $98k is:
3.4	Data Scientist	Citibank –	"Irving, TX"	Est. Salary $82k-$123k	The median pay of $102k is:
3.3	Principal Data Scientist	LendingClub –	"San Francisco, CA"	Est. Salary $177k-$249k	The median pay of $212k is:
2.6	Data Scientist	Laureate Education –	"Columbia, MD"	Est. Salary $86k-$136k	The median pay of $111k is:
3.9	Data Scientist	Celestar –	"Saint Louis, MO"	Est. Salary $60k-$96k	The median pay of $76k is:
3.8	Data Scientist	Owens Corning –	"Granville, OH"	Est. Salary $95k-$140k	The median pay of $116k is:
3.3	Data Scientist Intern	Pitney Bowes –	"Danbury, CT"	Est. Salary $62k-$90k	The median pay of $75k is:
3.5	Data Scientist	Global –	"San Diego, CA"	Est. Salary $95k-$135k	The median pay of $112k is:
3.4	Data Scientist	Plymouth Rock Assurance –	"Boston, MA"	Est. Salary $74k-$110k	The median pay of $91k is:
3.3	Data Scientist	Wipro –	"East Brunswick, NJ"	Est. Salary $84k-$123k	The median pay of $102k is:
4.8	Data Scientist	OfferUp –	"Seattle, WA"	Est. Salary $107k-$154k	The median pay of $128k is:
3.9	Data Scientist	Blue State Digital –	"New York, NY"	Est. Salary $82k-$126k	The median pay of $104k is:
3.8	Data Scientist- Digital	Capital One –	"San Francisco, CA"	Est. Salary $124k-$175k	The median pay of $148k is:
3.7	Data Scientist	Manulife –	"Boston, MA"	Est. Salary $87k-$128k	The median pay of $107k is:
4.1	"Instructor, Sr. Data Scientist"	Galvanize –	"New York, NY"	Est. Salary $108k-$157k	The median pay of $130k is:
4.1	Data Scientist	Connolly –	"Atlanta, GA"	Est. Salary $107k-$157k	The median pay of $131k is:
4.4	Data Scientist	Scaled Agile –	"Boulder, CO"	Est. Salary $71k-$105k	The median pay of $86k is:
4.1	Data Scientist	VDart Inc –	"Redmond, WA"	Est. Salary $92k-$131k	The median pay of $109k is:
5	"Data Scientist, Analytics"	Affirm –	"San Francisco, CA"	Est. Salary $146k-$204k	The median pay of $174k is:
3.7	Data Scientist	American Systems –	"Alexandria, VA"	Est. Salary $90k-$132k	The median pay of $110k is:
4.6	Data Scientist	Feedzai –	"San Mateo, CA"	Est. Salary $111k-$158k	The median pay of $133k is:
3	Data Scientist	Predictive Science –	"Indianapolis, IN"	Est. Salary $61k-$94k	The median pay of $76k is:
5	Data Scientist	Impact Health –	"Playa del Rey, CA"	Est. Salary $59k-$95k	The median pay of $75k is:
3.4	Data Scientist	Leidos –	"Baltimore, MD"	Est. Salary $75k-$113k	The median pay of $92k is:
3.7	Data Scientist - Machine Learning*	3M –	"Maplewood, MN"	Est. Salary $99k-$147k	The median pay of $121k is:
3.4	Data Scientist	QuintilesIMS –	"Plymouth Meeting, PA"	Est. Salary $102k-$148k	The median pay of $124k is:
4	Data Scientist	Chegg –	"Santa Clara, CA"	Est. Salary $99k-$143k	The median pay of $120k is:
2.9	Data Scientist	TechUSA –	"New York, NY"		
3.7	Data Scientist	"Rodan & Fields, LLC –"	"San Francisco, CA"	Est. Salary $97k-$137k	The median pay of $116k is:
4	Data Scientist	PTP –	"Gold River, CA"	Est. Salary $75k-$108k	The median pay of $90k is:
3.8	Data Scientist	Nimble Storage –	"San Jose, CA"	Est. Salary $157k-$218k	The median pay of $183k is:
4.9	Data Scientist	ISPA Technology –	"Tampa, FL"	Est. Salary $66k-$98k	The median pay of $80k is:
3.2	Data Scientist	Audience –	"Itasca, IL"	Est. Salary $114k-$159k	The median pay of $134k is:
3.8	Data Scientist	Corning Cable Systems –	"Painted Post, NY"	Est. Salary $89k-$134k	The median pay of $110k is:
3.4	Data Scientist	Spectrum –	"Greenwood Village, Arapahoe, CO"	Est. Salary $78k-$131k	The median pay of $103k is:
3.7	"Data Scientist, Platform Analytics"	Gap Inc –	"San Francisco, CA"	Est. Salary $131k-$188k	The median pay of $159k is:
4.5	Data Scientist - Advertising Product and Platforms	Spotify –	"New York, NY"	Est. Salary $129k-$185k	The median pay of $155k is:
5	Data Scientist	Pursuit Solutions –	"Plymouth Meeting, PA"	Est. Salary $70k-$102k	The median pay of $84k is:
3.7	Data Scientist	Maxonic –	"Carlsbad, CA"		
4.3	R&D Data Scientist	Edmunds.com –	"Santa Monica, CA"	Est. Salary $121k-$170k	The median pay of $144k is:
3	Internship Data Scientist	Aegon –	United States	Est. Salary $45k-$68k	The median pay of $55k is:
3.1	Data Scientist	General Dynamics –	"Springfield, VA"	Est. Salary $81k-$120k	The median pay of $99k is:
3.5	Data Scientist	ICUBE Consultancy Services –	"Jacksonville, FL"	Est. Salary $92k-$143k	The median pay of $115k is:
3.4	Data Scientist	Wayfair –	"Boston, MA"	Est. Salary $92k-$131k	The median pay of $111k is:
3.4	Data Scientist	Bankrate –	"Austin, TX"	Est. Salary $71k-$104k	The median pay of $87k is:
3.7	Data Scientist	eXcell –	"Bellevue, WA"	Est. Salary $77k-$114k	The median pay of $94k is:
	Data Scientist	Corp NA –	"San Ramon, CA"	Est. Salary $105k-$152k	The median pay of $128k is:
2.9	Data Scientist	Change Healthcare –	"Nashville, TN"	Est. Salary $59k-$90k	The median pay of $73k is:
4.3	Data Scientist	Tiger Analytics –	"Boston, MA"	Est. Salary $76k-$113k	The median pay of $94k is:
4.3	Associate Data Scientist	ID Analytics –	"San Diego, CA"	Est. Salary $123k-$172k	The median pay of $145k is:
2.8	Data Scientist	Zephyr Health –	"San Francisco, CA"	Est. Salary $82k-$117k	The median pay of $98k is:
2.9	Data Scientist	Engility –	"Reston, VA"	Est. Salary $80k-$119k	The median pay of $98k is:
4	Data Scientist Manager - Information Technology	Procter & Gamble –	"Cincinnati, OH"	Est. Salary $85k-$126k	The median pay of $104k is:
	Data Scientist	LifeLock & ID Analytics –	"San Diego, CA"		
4.4	"Google Data Scientist / Quantitative Analyst, Engineering"	Google –	"Columbus, OH"	Est. Salary $87k-$127k	The median pay of $105k is:
4	Data Scientist	Spectraforce Technologies Inc –	"Warren, NJ"		
4.6	Data Scientist	Eliassen Group –	"New York, NY"		
4	Data Scientist	Concur Technologies –	"Bellevue, WA"	Est. Salary $107k-$150k	The median pay of $126k is:
3.2	Data Scientist	MZ –	"Palo Alto, CA"	Est. Salary $122k-$173k	The median pay of $146k is:
3.1	Data Scientist	MCG Health –	"Lawrenceville, GA"	Est. Salary $87k-$127k	The median pay of $105k is:
4.3	Data Scientist	i360 –	"Arlington, VA"	Est. Salary $78k-$112k	The median pay of $94k is:
3.3	Data Scientist	Creospan –	"Irving, TX"		
	Data Scientist	Pi Inc. –	"Berkeley, CA"	Est. Salary $116k-$170k	The median pay of $142k is:
3.2	Data Scientist	TiVo –	"Boston, MA"	Est. Salary $101k-$142k	The median pay of $120k is:
	Data Scientist	Treselle Systems –	"Campbell, CA"	Est. Salary $109k-$179k	The median pay of $142k is:
3.8	Data Scientist	Pfizer Inc –	"New York, NY"	Est. Salary $81k-$126k	The median pay of $102k is:
4.2	DATA SCIENTIST	University of Pennsylvania –	"Philadelphia, PA"	Est. Salary $56k-$87k	The median pay of $70k is:
3.2	Data Scientist	Condé Nast –	"New York, NY"	Est. Salary $93k-$142k	The median pay of $116k is:
5	Data Scientist	addastaff –	"San Francisco, CA"		
3	Data Scientist	Adventist Health Systems –	"Altamonte Springs, FL"	Est. Salary $62k-$97k	The median pay of $78k is:
3.6	Data Scientist / Statistician	ANALYTICA –	"Charlottesville, VA"	Est. Salary $79k-$117k	The median pay of $97k is:
3.8	Data Scientist	Cisco Systems –	"San Jose, CA"	Est. Salary $86k-$125k	The median pay of $104k is:
4.3	Data Scientist Intern	ID Analytics –	"San Diego, CA"	Est. Salary $54k-$79k	The median pay of $65k is:
	Data Scientist	Partner's Consulting –	"Denver, CO"	Est. Salary $77k-$116k	The median pay of $95k is:
4	Data Scientist	Shoprunner –	"Chicago, IL"	Est. Salary $76k-$109k	The median pay of $90k is:
1	Data Scientist	Sonoma Consulting Inc. –	"Plano, TX"	Est. Salary $74k-$113k	The median pay of $93k is:
	Data Scientist	Coverent –	"McLean, VA"	Est. Salary $85k-$132k	The median pay of $107k is:
3.8	Data scientist – Data analyst	EY –	"Athens, GA"	Est. Salary $88k-$129k	The median pay of $107k is:
3.7	Data Scientist	Mintel –	"Chicago, IL"	Est. Salary $52k-$79k	The median pay of $65k is:
3.2	Data Scientist	M-I SWACO –	"Houston, TX"	Est. Salary $98k-$145k	The median pay of $121k is:
	Data Scientist	Evelo Biosciences –	"Cambridge, MA"	Est. Salary $55k-$90k	The median pay of $72k is:
3	Intern - IT Data Scientist	Charles River Laboratories –	"Wilmington, MA"		
3.4	Data Scientist	Kohler –	"Kohler, WI"	Est. Salary $69k-$105k	The median pay of $86k is:
3.4	Data Scientist	Impact Radius –	"New York, NY"	Est. Salary $71k-$106k	The median pay of $86k is:
4.2	Data Scientist	ORS Partners –	"Exton, PA"	Est. Salary $70k-$102k	The median pay of $84k is:
3.4	Data Scientist	Chenoa Information Services –	"Martinez, CA"	Est. Salary $97k-$138k	The median pay of $116k is:
4.5	Data Scientist	Brooksource –	"Richardson, TX"		
3	Data Scientist	Rocket Industrial –	"Wausau, WI"	Est. Salary $69k-$117k	The median pay of $92k is:
3.2	Data Scientist	Huawei Technologies –	"Santa Clara, CA"	Est. Salary $118k-$172k	The median pay of $143k is:
2	Data Scientist	Harmony Institute –	"New York, NY"	Est. Salary $90k-$151k	The median pay of $119k is:
1	Data Scientist	Ibiztek Solutions –	"Baltimore, MD"	Est. Salary $77k-$118k	The median pay of $97k is:
4.1	Data Scientist	DataRobot –	"Boston, MA"	Est. Salary $76k-$112k	The median pay of $92k is:
4.9	Data Scientist	C3 IoT –	"Redwood City, CA"	Est. Salary $130k-$182k	The median pay of $154k is:
	Data Scientist	Rockstar New York –	"New York, NY"		
4.3	Data Scientist	University of Southern California –	"Los Angeles, CA"	Est. Salary $76k-$119k	The median pay of $98k is:
	Data Scientist	Hoodline –	"San Francisco, CA"		
3.1	Data Scientist	"pureIntegration, LLC –"	"Herndon, VA"	Est. Salary $79k-$117k	The median pay of $97k is:
3.6	Data Scientist (User Data)	Thomson Reuters –	"San Francisco, CA"	Est. Salary $111k-$154k	The median pay of $130k is:
3	Data Scientist**	Excelsior College –	"Albany, NY"	Est. Salary $73k-$113k	The median pay of $93k is:
2.9	Data Scientist	Visa –	"Austin, TX"	Est. Salary $79k-$114k	The median pay of $94k is:
4.3	Data Scientist	Campus Crusade for Christ –	"Orlando, FL"	Est. Salary $55k-$86k	The median pay of $70k is:
4.6	Data Scientist	Jetlore –	"San Mateo, CA"	Est. Salary $97k-$138k	The median pay of $116k is:
4.2	Data Scientist	Provectus –	"Palo Alto, CA"	Est. Salary $98k-$142k	The median pay of $118k is:
3	Data Scientist	Strategic Operational Solutions Inc. –	"Vienna, VA"	Est. Salary $62k-$92k	The median pay of $76k is:
3.7	Data Scientist	American Academy of Orthopaedic Surgeons –	"Rosemont, IL"	Est. Salary $95k-$140k	The median pay of $116k is:
3	Data Scientist	American Savings Bank –	"Honolulu, HI"	Est. Salary $67k-$101k	The median pay of $83k is:
2.9	Data Scientist	Harris Corporation –	"Saint Louis, MO"	Est. Salary $68k-$104k	The median pay of $84k is:
3.7	Data Scientist	Galileo International –	United States	Est. Salary $73k-$104k	The median pay of $87k is:
2.1	Data Scientist	CompIQ –	"New York, NY"	Est. Salary $76k-$122k	The median pay of $97k is:
4.5	Data Scientist	TalentBurst –	"Carlsbad, CA"		
3.8	Data Analyst	Unilever –	"Englewood Cliffs, NJ"	Est. Salary $50k-$76k	The median pay of $62k is:
5	Data Scientist	Mattaponi Partners –	"Baltimore, MD"		
3.4	Watson Health - Data Scientist - Truven	IBM –	"Charlotte, NC"	Est. Salary $86k-$124k	The median pay of $102k is:
4	"Data Scientist, Internet Services Team"	Apple –	"Santa Clara, CA"	Est. Salary $134k-$188k	The median pay of $157k is:
3.5	Data Scientist	National Oilwell Varco –	"Houston, TX"	Est. Salary $77k-$117k	The median pay of $96k is:
3.4	Senior Data Scientist	Allstate –	"Menlo Park, CA"	Est. Salary $117k-$163k	The median pay of $138k is:
3.4	Data Scientist	Conversant –	"Chicago, IL"	Est. Salary $91k-$134k	The median pay of $111k is:
3.5	Data Scientist	Internal Data Resources –	"Irving, TX"		
	Data Scientist	Yang Technical Solutions –	"San Jose, CA"		
4	Data Scientist	Reinsurance Group of America –	"Chesterfield, MO"	Est. Salary $65k-$96k	The median pay of $79k is:
3.5	Data Scientist	Retail Solutions –	"Mountain View, CA"	Est. Salary $112k-$162k	The median pay of $135k is:
3.9	DATA SCIENTIST	Runzheimer –	"Waterford, WI"	Est. Salary $81k-$120k	The median pay of $99k is:
3.5	Data Scientist	Retail Solutions –	"Mountain View, CA"	Est. Salary $112k-$162k	The median pay of $135k is:
3.6	Data Scientist	Persio –	"Chicago, IL"	Est. Salary $65k-$105k	The median pay of $83k is:
3.5	Data Scientist	Ascent –	"Santa Clara, CA"	Est. Salary $84k-$130k	The median pay of $105k is:
	Data Scientist	Countr (NY) –	"New York, NY"	Est. Salary $90k-$151k	The median pay of $119k is:
3.8	Intern Data Scientist	Autodesk –	"San Francisco, CA"	Est. Salary $107k-$150k	The median pay of $127k is:
3.1	Data Scientist	CDCNews –	"Norcross, GA"	Est. Salary $47k-$68k	The median pay of $56k is:
4	"Senior Data Scientist, (SaaS)"	LogMeIn –	"Mountain View, CA"	Est. Salary $122k-$170k	The median pay of $143k is:
3.9	Data Scientist	Mitchell / Martin –	"New York, NY"		
3.7	"People Data Scientist, Principal"	PayPal –	"San Jose, CA"	Est. Salary $129k-$179k	The median pay of $152k is:
3.4	Data Scientist	Product Madness –	"San Francisco, CA"	Est. Salary $97k-$139k	The median pay of $116k is:
3.3	Data Scientist	Time Warner Cable –	"Greenwood Village, Arapahoe, CO"	Est. Salary $76k-$116k	The median pay of $95k is:
3.1	Data Scientist	Lab126 –	"Cambridge, MA"	Est. Salary $95k-$134k	The median pay of $112k is:
3.5	Data Scientist	MoTek Technologies –	"San Mateo, CA"		
4.4	Data Scientist (Data team)	Graphiq –	"Santa Barbara, CA"	Est. Salary $72k-$104k	The median pay of $86k is:
	Data Scientist	CodeFights –	"San Francisco, CA"	Est. Salary $111k-$180k	The median pay of $144k is:
3.3	Data Scientist	ERGO Insurance Group –	"Parktown, NC"	Est. Salary $67k-$101k	The median pay of $83k is:
3.4	Data Scientist	U.S. Preventive Medicine –	"Jacksonville, FL"	Est. Salary $45k-$70k	The median pay of $57k is:
4.5	Data Scientist	St. Jude Children's Research Hospital –	"Memphis, TN"	Est. Salary $62k-$94k	The median pay of $77k is:
3.4	"Data Scientist, Advanced Analytics - IBM Consulting"	IBM –	"Columbus, OH"	Est. Salary $86k-$124k	The median pay of $102k is:
3.9	Research Data Scientist	Electronic Arts –	"Redwood City, CA"	Est. Salary $98k-$139k	The median pay of $117k is:
2.6	Data Scientist	ConstructConnect –	"Norcross, GA"	Est. Salary $75k-$107k	The median pay of $89k is:
